HEFT,CPF,ICRO,STO,Rand
0.0211,0.0282,0.0281,0.0274,0.0273
0.0206,0.0281,0.0278,0.027,0.0271
0.0206,0.028,0.0274,0.0269,0.0271
0.0211,0.028,0.028,0.0275,0.0274
0.0207,0.0282,0.0274,0.027,0.0272
0.0207,0.0283,0.0277,0.0268,0.0272
0.0208,0.0278,0.028,0.0272,0.0273
0.0201,0.0275,0.0271,0.0262,0.0265
0.021,0.0281,0.0282,0.0274,0.0271
0.0209,0.0284,0.0279,0.0272,0.0274
0.0205,0.0278,0.0275,0.0266,0.0271
0.0207,0.0283,0.0279,0.0272,0.0273
0.0205,0.0283,0.0275,0.0263,0.0272
0.0209,0.0282,0.0279,0.0273,0.0273
0.0207,0.0282,0.0275,0.027,0.0272
0.0211,0.0285,0.0281,0.0275,0.0273
0.0207,0.0282,0.0272,0.0272,0.0273
0.0209,0.0282,0.0279,0.0273,0.0271
0.0208,0.0277,0.0278,0.0272,0.0273
0.0204,0.028,0.0275,0.0265,0.0269
0.0209,0.0282,0.0279,0.0273,0.0272
0.0207,0.0282,0.0273,0.0272,0.0272
0.0212,0.0285,0.0282,0.0276,0.0276
0.0207,0.0278,0.0277,0.0271,0.0272
0.0203,0.0278,0.0273,0.0265,0.0269
0.0211,0.0284,0.028,0.0275,0.0275
0.0206,0.028,0.0274,0.027,0.0271
0.0185,0.0249,0.0245,0.024,0.0242
0.0183,0.0247,0.0243,0.0238,0.0239
0.0184,0.0249,0.0245,0.024,0.024
0.0184,0.0249,0.0244,0.024,0.024
0.0184,0.025,0.0257,0.0248,0.0249
0.0203,0.0279,0.0273,0.0265,0.0268
0.0209,0.0281,0.0279,0.0273,0.027
0.0208,0.0282,0.0274,0.0273,0.0273
0.0207,0.0281,0.0277,0.0268,0.0272
0.0207,0.0281,0.0279,0.0271,0.0273
0.0204,0.0281,0.0275,0.0266,0.0268
0.021,0.0282,0.028,0.0274,0.0272
0.0207,0.0281,0.0272,0.0272,0.0272
0.0209,0.0281,0.0278,0.0271,0.0273
0.0207,0.0281,0.0278,0.027,0.0272
0.0203,0.028,0.0273,0.0263,0.027
0.0208,0.028,0.0279,0.0272,0.0273
0.0205,0.0279,0.0272,0.0265,0.027
0.0211,0.0282,0.0281,0.0274,0.0272
0.0207,0.0282,0.0276,0.0271,0.0273
0.0206,0.0281,0.0276,0.0268,0.0272
0.0208,0.0282,0.0278,0.0272,0.0272
0.0206,0.0281,0.0273,0.0269,0.027
0.0212,0.0281,0.0282,0.0277,0.0274
0.0208,0.0283,0.0274,0.0275,0.0273
0.0209,0.0282,0.0279,0.027,0.0274
0.0209,0.0283,0.0279,0.0273,0.0274
0.0207,0.0281,0.0276,0.0271,0.0272
0.0212,0.0288,0.0282,0.0276,0.0272
0.0207,0.028,0.0277,0.0271,0.0272
0.0203,0.0279,0.0273,0.0263,0.0269
0.0208,0.0283,0.0278,0.0272,0.0273
0.0207,0.0281,0.0276,0.027,0.0271
0.0213,0.0288,0.0283,0.0277,0.0274
0.0204,0.0278,0.0271,0.0268,0.0269
0.0212,0.0284,0.0282,0.0276,0.0273
0.0208,0.0284,0.0276,0.0273,0.0274
0.0206,0.0279,0.0276,0.0267,0.0272
0.0207,0.028,0.0277,0.0271,0.0272
0.0206,0.0279,0.0272,0.0271,0.027
0.0209,0.0282,0.0279,0.0271,0.0273
0.0208,0.0278,0.0282,0.0272,0.0274
0.0206,0.028,0.0273,0.0269,0.0271
0.0213,0.0283,0.0282,0.0277,0.0273
0.0207,0.0282,0.0274,0.027,0.0272
0.0206,0.0282,0.0276,0.0267,0.027
0.0207,0.0279,0.0277,0.0271,0.0272
0.0207,0.0281,0.0274,0.0269,0.0272
0.0212,0.0288,0.0281,0.0275,0.0273
0.0208,0.0283,0.0275,0.0272,0.0273
0.0206,0.0281,0.0276,0.0268,0.0272
0.0207,0.0285,0.0279,0.0271,0.0271
0.0205,0.0279,0.0273,0.0266,0.0269
0.021,0.0285,0.028,0.0274,0.0271
0.0207,0.0281,0.0274,0.027,0.0272
0.0207,0.0282,0.0278,0.0268,0.0273
0.0208,0.0283,0.0281,0.0272,0.0273
0.0206,0.0282,0.0274,0.0268,0.027
0.021,0.0282,0.0281,0.0274,0.0273
0.0207,0.0281,0.0273,0.0273,0.0272
0.0212,0.0284,0.0283,0.0277,0.0273
0.0207,0.0282,0.0275,0.0271,0.0273
0.0207,0.0281,0.0278,0.0269,0.0271
0.0207,0.0277,0.0278,0.0271,0.0272
0.0205,0.0276,0.0274,0.0269,0.027
0.0209,0.0282,0.0279,0.0273,0.0273
0.0206,0.028,0.0272,0.027,0.0271
0.0211,0.0282,0.0282,0.0275,0.0272
0.0208,0.0282,0.0276,0.0271,0.0272
0.0204,0.0277,0.0274,0.0266,0.0268
0.0211,0.0277,0.0271,0.0266,0.0267
0.0184,0.0248,0.0244,0.0239,0.024
0.0183,0.0248,0.0243,0.0239,0.0239
0.0185,0.0249,0.0245,0.024,0.0241
0.0185,0.0249,0.0245,0.024,0.024
0.0204,0.0285,0.0274,0.0264,0.0271
0.0208,0.0281,0.0278,0.0273,0.0272
0.0205,0.0279,0.0271,0.0269,0.027
0.0211,0.0283,0.0281,0.0275,0.027
0.0208,0.0281,0.0276,0.0272,0.0272
0.0207,0.028,0.0277,0.0269,0.027
0.0207,0.0284,0.0278,0.0271,0.0272
0.0205,0.0278,0.0274,0.0264,0.0273
0.0208,0.0281,0.0278,0.0271,0.0272
0.0208,0.0282,0.0274,0.0273,0.0273
0.0209,0.0282,0.0279,0.0272,0.0273
0.0207,0.0282,0.0277,0.0271,0.0272
0.0205,0.0283,0.0275,0.0265,0.0272
0.0208,0.0283,0.0279,0.0273,0.0273
0.0206,0.0281,0.0275,0.0271,0.0272
0.0212,0.0284,0.0282,0.0276,0.0271
0.0207,0.0282,0.0276,0.0271,0.0273
0.0204,0.0278,0.0274,0.0263,0.0272
0.0208,0.0283,0.0279,0.0273,0.0273
0.0205,0.0279,0.0276,0.0267,0.027
0.0209,0.0282,0.0279,0.0274,0.0272
0.0206,0.028,0.0272,0.0274,0.0273
0.0207,0.0281,0.0277,0.0269,0.0272
0.0207,0.0277,0.0278,0.0271,0.0272
0.0205,0.0278,0.0274,0.0266,0.0269
0.021,0.0286,0.028,0.0274,0.0271
0.0207,0.0282,0.0273,0.0272,0.0272
0.0205,0.0279,0.0276,0.0267,0.027
0.0208,0.0279,0.0278,0.0272,0.0273
0.0206,0.028,0.0275,0.0266,0.0271
0.021,0.0284,0.028,0.0275,0.0272
0.0208,0.0282,0.0276,0.0272,0.0272
0.0205,0.0278,0.0275,0.0267,0.027
0.0211,0.0283,0.0281,0.0275,0.0275
0.0207,0.0281,0.0272,0.0274,0.0272
0.0206,0.028,0.0275,0.0266,0.0272
0.0208,0.0283,0.0279,0.0272,0.0272
0.0206,0.028,0.0272,0.0275,0.0273
0.0211,0.0284,0.0281,0.0275,0.0274
0.0207,0.0275,0.0277,0.0271,0.0272
0.0203,0.0281,0.0273,0.0264,0.0268
0.0211,0.0285,0.0281,0.0275,0.0273
0.0207,0.028,0.0275,0.0271,0.0273
0.0207,0.0282,0.0277,0.0268,0.0273
0.0208,0.0279,0.0278,0.0273,0.0272
0.0205,0.028,0.0273,0.0267,0.027
0.0211,0.0281,0.0282,0.0276,0.0273
0.0207,0.0282,0.0274,0.0272,0.0273
0.0206,0.028,0.0275,0.0264,0.0272
0.0208,0.0283,0.0278,0.0272,0.0273
0.0203,0.0279,0.0273,0.0262,0.0271
0.0208,0.0281,0.0277,0.0271,0.0272
0.0205,0.0279,0.027,0.0271,0.027
0.0207,0.0279,0.0277,0.027,0.027
0.0207,0.0276,0.0278,0.027,0.0271
0.0205,0.0279,0.0273,0.0266,0.027
0.0211,0.0285,0.0281,0.0275,0.0271
0.0206,0.0281,0.0271,0.0273,0.0271
0.0209,0.0282,0.0278,0.0271,0.0273
0.0207,0.0281,0.0278,0.027,0.0272
0.0205,0.0281,0.0273,0.0268,0.027
0.0212,0.0279,0.0282,0.0276,0.0274
0.0206,0.0281,0.0275,0.027,0.0271
0.0205,0.0281,0.0274,0.0263,0.0271
0.0208,0.0281,0.0279,0.0273,0.0273
0.0205,0.0279,0.0271,0.0261,0.0261
0.0183,0.0249,0.0243,0.0238,0.0239
0.0183,0.0247,0.0244,0.0238,0.0239
0.0184,0.0248,0.0244,0.0239,0.024
0.0184,0.0249,0.0245,0.0239,0.024
0.0213,0.0288,0.0287,0.0278,0.0278
0.0207,0.0281,0.0275,0.0268,0.0273
0.0209,0.0283,0.0277,0.0273,0.0273
0.0206,0.028,0.0271,0.027,0.0271
0.0207,0.028,0.0278,0.0271,0.0272
0.0205,0.0278,0.0273,0.0269,0.027
0.0207,0.0281,0.0277,0.0268,0.0273
0.0207,0.0281,0.0279,0.0271,0.0273
0.0206,0.0281,0.0275,0.0265,0.0274
0.0207,0.0281,0.0277,0.0271,0.0271
0.0207,0.028,0.0274,0.0272,0.0272
0.0211,0.0279,0.0282,0.0275,0.0272
0.0208,0.0282,0.0275,0.0272,0.0273
0.0206,0.028,0.0277,0.0268,0.0271
0.0207,0.0273,0.028,0.0271,0.0271
0.0207,0.0282,0.0276,0.027,0.0272
0.0209,0.0281,0.0279,0.0273,0.0272
0.0206,0.0281,0.0271,0.0272,0.0271
0.0209,0.0283,0.0278,0.0271,0.0274
0.0206,0.0277,0.0278,0.0271,0.0272
0.0205,0.028,0.0274,0.0266,0.0269
0.0211,0.0282,0.0281,0.0275,0.0273
0.0208,0.0281,0.0277,0.0272,0.0273
0.0207,0.0282,0.0277,0.0267,0.0275
0.0209,0.0282,0.0279,0.0273,0.0273
0.0207,0.0282,0.0273,0.0273,0.0272
0.0212,0.0289,0.0282,0.0276,0.0272
0.0207,0.028,0.0276,0.0271,0.0272
0.0209,0.0283,0.0279,0.027,0.0273
0.0206,0.0281,0.0276,0.027,0.027
0.0204,0.0281,0.0274,0.0263,0.0272
0.0208,0.0281,0.0278,0.0272,0.0271
0.0207,0.0284,0.0272,0.0272,0.0272
0.0209,0.0283,0.028,0.0273,0.0272
0.0206,0.0279,0.0277,0.027,0.0272
0.0204,0.028,0.0274,0.0266,0.0269
0.0208,0.0283,0.0278,0.0272,0.027
0.0208,0.0283,0.0277,0.0272,0.0274
0.0205,0.0283,0.0276,0.0264,0.0273
0.021,0.0283,0.0281,0.0274,0.0273
0.0207,0.0282,0.0272,0.0273,0.0273
0.0209,0.0283,0.0279,0.0271,0.0273
0.0204,0.028,0.0276,0.0269,0.027
0.0203,0.0279,0.0273,0.0264,0.0268
0.0209,0.0278,0.028,0.0273,0.0274
0.0208,0.0282,0.0276,0.0271,0.0273
0.0212,0.029,0.0282,0.0276,0.0273
0.0204,0.0279,0.027,0.027,0.027
0.021,0.0284,0.0281,0.0275,0.0271
0.0208,0.0283,0.0276,0.0272,0.0273
0.0207,0.0287,0.0277,0.0262,0.0274
0.0209,0.0282,0.0279,0.0273,0.0273
0.0208,0.0282,0.0273,0.0276,0.0273
0.0208,0.0281,0.0278,0.027,0.0271
0.0207,0.0282,0.0278,0.0271,0.0272
0.0207,0.0281,0.0275,0.0269,0.0272
0.0212,0.0288,0.0283,0.0277,0.0277
0.0207,0.0281,0.0273,0.0273,0.0272
0.0209,0.0282,0.0279,0.0272,0.0273
0.0207,0.0282,0.0277,0.0271,0.0272
0.0206,0.028,0.0274,0.0269,0.0271
0.0211,0.0282,0.0281,0.0275,0.0272
0.0205,0.0279,0.0274,0.027,0.0271
0.0206,0.0282,0.0276,0.0266,0.0273
0.0207,0.0281,0.0276,0.027,0.0273
0.0206,0.028,0.0272,0.027,0.0271
0.0183,0.0247,0.0244,0.0238,0.0239
0.0183,0.0248,0.0243,0.0238,0.0239
0.0184,0.0248,0.0244,0.0239,0.024
0.0183,0.0247,0.0243,0.0239,0.024
0.0184,0.0252,0.0254,0.0248,0.0249
0.0205,0.0279,0.0274,0.0268,0.027
0.0212,0.0288,0.0282,0.0277,0.0274
0.0207,0.0281,0.0274,0.0271,0.0271
0.0206,0.0284,0.0276,0.0265,0.0273
0.0208,0.0283,0.0278,0.0272,0.0272
0.0207,0.0282,0.0273,0.027,0.0271
0.0209,0.0279,0.028,0.0274,0.0269
0.0206,0.0281,0.0275,0.027,0.0271
0.0204,0.0277,0.0274,0.0266,0.0269
0.021,0.0283,0.028,0.0275,0.0272
0.0207,0.028,0.0274,0.027,0.0272
0.0205,0.0281,0.0275,0.0265,0.0272
0.0202,0.027,0.0272,0.0267,0.0267
0.0206,0.028,0.0273,0.0271,0.0271
0.0211,0.0283,0.0282,0.0276,0.0274
0.0207,0.0284,0.0277,0.0271,0.0272
0.0205,0.0281,0.0275,0.0267,0.027
0.021,0.0287,0.028,0.0274,0.0271
0.0205,0.028,0.0274,0.0269,0.027
0.0207,0.028,0.0277,0.0268,0.0272
0.0207,0.0276,0.0281,0.0272,0.0273
0.0206,0.028,0.0273,0.0269,0.0271
0.0211,0.0282,0.0282,0.0276,0.0273
0.0209,0.0284,0.0277,0.0272,0.0274
0.0208,0.0283,0.0278,0.027,0.0272
0.0205,0.0281,0.0277,0.0269,0.027
0.0204,0.0279,0.0274,0.0266,0.027
0.0209,0.0283,0.028,0.0274,0.0272
0.0208,0.0281,0.0272,0.0274,0.0273
0.021,0.0282,0.0279,0.0272,0.0273
0.0207,0.0277,0.0279,0.0271,0.0273
0.0204,0.0279,0.0274,0.0267,0.027
0.021,0.0282,0.0281,0.0274,0.0271
0.0205,0.0279,0.0274,0.027,0.027
0.0207,0.0281,0.0278,0.0269,0.0272
0.0209,0.0283,0.0281,0.0272,0.0274
0.0202,0.0278,0.0272,0.0258,0.027
0.0208,0.0283,0.0278,0.0273,0.0274
0.0206,0.0281,0.0274,0.0269,0.0272
0.0211,0.0285,0.0281,0.0275,0.0273
0.0206,0.028,0.0271,0.0271,0.0271
0.0209,0.0282,0.028,0.0273,0.027
0.0207,0.0279,0.0276,0.0271,0.0272
0.0207,0.028,0.0277,0.0267,0.0272
0.0208,0.028,0.0278,0.0272,0.0272
0.0207,0.0281,0.0273,0.0272,0.0272
0.0208,0.0281,0.0278,0.0271,0.0272
0.0205,0.0274,0.0279,0.027,0.0271
0.0206,0.0281,0.0273,0.027,0.027
0.021,0.028,0.0281,0.0274,0.0273
0.0207,0.0278,0.0277,0.0271,0.0272
0.0203,0.0285,0.0272,0.0265,0.0269
0.0209,0.028,0.0279,0.0273,0.027
0.0205,0.0279,0.0271,0.0269,0.027
0.0212,0.0286,0.0281,0.0276,0.0267
0.0205,0.028,0.0274,0.0268,0.0269
0.0203,0.0282,0.0273,0.0265,0.0268
0.0209,0.0283,0.0279,0.0273,0.0272
0.0207,0.0282,0.0275,0.027,0.0272
0.0207,0.0281,0.0277,0.0268,0.0273
0.0207,0.0277,0.0279,0.0272,0.0273
0.0206,0.0281,0.0274,0.0269,0.0271
0.0211,0.0287,0.0281,0.0275,0.0273
0.0205,0.0279,0.0271,0.027,0.0269
0.0212,0.0284,0.0283,0.0276,0.0274
0.0195,0.0258,0.0255,0.025,0.0251
0.0183,0.0247,0.0243,0.0238,0.0239
0.0183,0.0249,0.0243,0.0239,0.024
0.0184,0.0249,0.0245,0.0239,0.0241
0.0184,0.0251,0.0254,0.0249,0.0249
0.0214,0.0289,0.0284,0.0278,0.0277
0.0206,0.028,0.0272,0.0271,0.0271
0.0212,0.0284,0.0283,0.0276,0.0275
0.0207,0.0278,0.0277,0.0271,0.0271
0.0204,0.0281,0.0274,0.0263,0.0272
0.0209,0.0281,0.0279,0.0273,0.0273
0.0205,0.0279,0.0273,0.027,0.027
0.0212,0.0289,0.0282,0.0276,0.0274
0.0207,0.0282,0.0276,0.027,0.0272
0.0209,0.0283,0.0279,0.0271,0.0273
0.0208,0.0283,0.028,0.0272,0.0274
0.0204,0.0278,0.0274,0.0262,0.0271
0.0208,0.0282,0.0278,0.0272,0.0272
0.0206,0.028,0.0272,0.0271,0.0271
0.0209,0.0282,0.0279,0.0272,0.0274
0.0207,0.0276,0.0279,0.0271,0.0272
0.0206,0.028,0.0274,0.0269,0.0271
0.021,0.0287,0.028,0.0274,0.0271
0.0206,0.0281,0.0271,0.0272,0.0272
0.0208,0.0281,0.0278,0.0269,0.0273
0.0208,0.0282,0.0278,0.0272,0.0273
0.0206,0.0281,0.0274,0.0271,0.0271
0.0212,0.0288,0.0282,0.0276,0.0275
0.0208,0.0281,0.0273,0.0274,0.0273
0.021,0.0283,0.0281,0.0273,0.0273
0.0208,0.0278,0.0279,0.0272,0.0273
0.0204,0.0282,0.0275,0.0263,0.0272
0.0207,0.028,0.0277,0.0271,0.0271
0.0206,0.0281,0.0273,0.0273,0.0272
0.0211,0.0284,0.0281,0.0274,0.0273
0.0207,0.0278,0.0276,0.0271,0.0272
0.0207,0.0282,0.0276,0.0269,0.0272
0.0211,0.0288,0.0281,0.0276,0.0275
0.0206,0.0276,0.0277,0.027,0.0271
0.0207,0.0281,0.0276,0.0268,0.0271
0.021,0.0284,0.0279,0.0274,0.027
0.0207,0.0283,0.0275,0.0271,0.0272
0.0206,0.0281,0.0277,0.0267,0.0273
0.0209,0.0283,0.0279,0.0272,0.0274
0.0206,0.0281,0.0274,0.027,0.0272
0.0211,0.0282,0.0281,0.0275,0.0273
0.021,0.0287,0.028,0.0275,0.0275
0.0205,0.0278,0.0275,0.0265,0.0271
0.0207,0.0282,0.0278,0.0272,0.0273
0.0206,0.0279,0.0273,0.027,0.0271
0.0211,0.0284,0.0281,0.0275,0.0274
0.0206,0.0276,0.0277,0.027,0.0271
0.0204,0.0278,0.0274,0.0264,0.0272
0.0209,0.0283,0.0279,0.0273,0.0273
0.0208,0.0283,0.0274,0.0272,0.0274
0.0212,0.0282,0.0282,0.0276,0.0274
0.014,0.0188,0.0186,0.0181,0.0182
0.0134,0.0181,0.0177,0.0174,0.0175
0.0134,0.0184,0.0178,0.0173,0.0175
0.0133,0.0179,0.0177,0.0173,0.0174
0.0134,0.018,0.0177,0.0174,0.0175
0.0133,0.0181,0.0178,0.0174,0.0174
0.0133,0.018,0.0177,0.0172,0.0174
0.0133,0.018,0.0177,0.0176,0.0174
0.0133,0.0181,0.0178,0.0173,0.0174
0.0132,0.0178,0.0176,0.0172,0.0173
0.0133,0.0181,0.0177,0.0173,0.0174
0.0134,0.018,0.0177,0.0174,0.0175
0.0133,0.018,0.0177,0.0174,0.0174
0.0134,0.0181,0.0178,0.0174,0.0175
0.0134,0.0182,0.0177,0.0173,0.0174
0.0133,0.018,0.0177,0.0174,0.0174
0.0134,0.018,0.0178,0.0174,0.0175
0.0133,0.018,0.0177,0.0173,0.0174
0.0133,0.018,0.0189,0.0177,0.0186
0.0135,0.0193,0.0188,0.0176,0.0176
0.0136,0.0182,0.018,0.0176,0.0178
0.0135,0.0182,0.0179,0.0175,0.0175
0.0135,0.0182,0.0179,0.0175,0.0176
0.0133,0.0179,0.0177,0.0174,0.0174
0.0135,0.0182,0.0179,0.0175,0.0177
0.0134,0.0181,0.0177,0.0174,0.0174
0.0132,0.018,0.0176,0.0172,0.0239
0.0141,0.0191,0.0186,0.0181,0.0182
0.0133,0.0179,0.0176,0.0173,0.0173
0.0143,0.0189,0.0187,0.0184,0.0184
0.0132,0.018,0.0188,0.018,0.0173
0.0155,0.0203,0.0199,0.02,0.0196
0.0132,0.0179,0.0176,0.0173,0.0173
0.0133,0.0179,0.0177,0.0173,0.0174
0.0133,0.018,0.0177,0.0173,0.0175
0.0134,0.018,0.0178,0.0174,0.0175
0.0133,0.018,0.0177,0.0174,0.0174
0.0133,0.0181,0.0176,0.0174,0.0174
0.0133,0.018,0.0177,0.0174,0.0179
0.0154,0.0201,0.02,0.0197,0.0195
0.0135,0.0182,0.018,0.0175,0.0176
0.0134,0.0181,0.0178,0.0174,0.0175
0.0133,0.0181,0.0178,0.0173,0.0175
0.0135,0.0183,0.0179,0.0175,0.0176
0.0144,0.0206,0.0197,0.0185,0.0187
0.0136,0.0183,0.018,0.0176,0.0176
0.0135,0.0182,0.0179,0.0176,0.0176
0.0133,0.018,0.0177,0.0174,0.0175
0.0145,0.0192,0.0189,0.0189,0.0186
0.0133,0.018,0.0177,0.0173,0.0173
0.0133,0.0182,0.0182,0.0173,0.0177
0.0134,0.018,0.0178,0.0174,0.0174
0.0133,0.0179,0.0177,0.0173,0.0174
0.0133,0.0179,0.0177,0.0173,0.0173
0.0134,0.018,0.0178,0.0174,0.0175
0.0133,0.018,0.0177,0.0174,0.0174
0.0136,0.0182,0.0181,0.0231,0.0177
0.0142,0.019,0.0186,0.0182,0.0183
0.0133,0.018,0.0177,0.0173,0.0173
0.0133,0.018,0.0177,0.0173,0.0173
0.0134,0.0181,0.0178,0.0174,0.0175
0.0139,0.0191,0.0182,0.0178,0.018
0.0142,0.0192,0.0191,0.0183,0.0183
0.0134,0.0182,0.0178,0.0174,0.0175
0.0132,0.018,0.0177,0.0172,0.0173
0.0134,0.0181,0.0178,0.0174,0.0175
0.0134,0.0182,0.0177,0.0175,0.0175
