HEFT,CPF,ICRO,STO,Rand
0.0177,0.025,0.0244,0.0239,0.0241
0.0174,0.0245,0.0242,0.0236,0.0239
0.0176,0.0258,0.0244,0.0251,0.0245
0.0185,0.026,0.0265,0.0265,0.0265
0.0179,0.0251,0.0245,0.024,0.0242
0.0176,0.0248,0.0243,0.0237,0.0239
0.0176,0.0415,0.0242,0.0238,0.0239
0.0175,0.0247,0.0241,0.0244,0.0246
0.0189,0.026,0.0256,0.0256,0.0251
0.0176,0.0247,0.0243,0.0238,0.0239
0.0179,0.0255,0.0246,0.024,0.0243
0.0175,0.0247,0.0243,0.0236,0.0239
0.0175,0.0246,0.0242,0.0236,0.0239
0.0189,0.0269,0.0259,0.0251,0.0253
0.0177,0.025,0.0244,0.0238,0.0241
0.0178,0.025,0.0246,0.024,0.0242
0.0178,0.025,0.0245,0.024,0.0241
0.0175,0.0247,0.0243,0.0258,0.0239
0.0179,0.0259,0.025,0.0241,0.0242
0.0195,0.0268,0.0262,0.0257,0.0259
0.0177,0.025,0.0249,0.0253,0.0244
0.0199,0.028,0.0267,0.0261,0.0264
0.019,0.0279,0.0259,0.0271,0.0258
0.0201,0.0272,0.0272,0.0262,0.0264
0.0176,0.0248,0.0243,0.0237,0.0239
0.0176,0.0249,0.0243,0.0238,0.024
0.0181,0.0252,0.0247,0.0242,0.0245
0.0178,0.0249,0.0246,0.0239,0.0241
0.0176,0.0248,0.0243,0.0237,0.0239
0.0176,0.0249,0.0243,0.0237,0.0241
0.0177,0.0249,0.0244,0.0238,0.0241
0.0176,0.0247,0.0244,0.0238,0.024
0.0176,0.025,0.0244,0.0237,0.0239
0.0178,0.0257,0.0245,0.0239,0.0243
0.0178,0.0251,0.0251,0.0248,0.0245
0.0177,0.0248,0.0245,0.0239,0.024
0.0178,0.0249,0.0244,0.0239,0.0243
0.0177,0.025,0.0244,0.0238,0.0241
0.0179,0.025,0.0246,0.0247,0.0245
0.0177,0.0251,0.0245,0.0239,0.0247
0.0177,0.025,0.0244,0.0238,0.0241
0.0183,0.0255,0.025,0.0244,0.0247
0.0176,0.0248,0.0243,0.0237,0.024
0.0176,0.0248,0.0244,0.0238,0.024
0.0176,0.0248,0.0244,0.0237,0.024
0.0178,0.0251,0.0247,0.024,0.0242
0.0177,0.0249,0.0245,0.0238,0.024
0.0178,0.0251,0.0247,0.0239,0.0241
0.0178,0.0251,0.0246,0.024,0.0243
0.0177,0.0249,0.0251,0.0239,0.024
0.0179,0.0252,0.025,0.0244,0.0246
0.0184,0.0284,0.0254,0.0263,0.0269
0.0176,0.0248,0.0243,0.0237,0.0247
0.0177,0.0249,0.0245,0.0239,0.0239
0.0177,0.0248,0.0249,0.0257,0.0255
0.0178,0.0251,0.0246,0.0248,0.026
0.0178,0.0256,0.0251,0.024,0.0246
0.0177,0.025,0.0245,0.0244,0.0244
0.0177,0.0251,0.0244,0.0238,0.024
0.0174,0.0248,0.0241,0.0236,0.024
0.0201,0.0279,0.027,0.0263,0.0267
0.018,0.0252,0.0247,0.0242,0.0244
0.0175,0.0248,0.0242,0.0236,0.0238
0.0176,0.0248,0.0244,0.0237,0.0239
0.0207,0.0279,0.0277,0.0276,0.0272
0.0175,0.0247,0.0242,0.0236,0.0239
0.0175,0.0251,0.0257,0.0237,0.0239
0.0193,0.0267,0.0273,0.0266,0.026
0.026,0.0365,0.0359,0.035,0.0353
0.0257,0.0363,0.0356,0.0347,0.035
0.0257,0.0364,0.037,0.0333,0.0329
0.0236,0.0336,0.0326,0.0323,0.0325
0.0244,0.034,0.0335,0.033,0.033
0.0237,0.0334,0.0329,0.0324,0.0326
0.0244,0.0345,0.0336,0.0328,0.0322
0.024,0.0341,0.0333,0.0323,0.0326
0.0246,0.0345,0.0338,0.0332,0.0335
0.0243,0.0344,0.0337,0.0326,0.0329
0.0241,0.034,0.0336,0.0326,0.0328
0.0242,0.0329,0.0333,0.0325,0.0332
0.0236,0.0335,0.0327,0.0321,0.0326
0.0235,0.0337,0.0327,0.032,0.0322
0.024,0.0339,0.0333,0.0325,0.0328
0.024,0.0338,0.0331,0.0324,0.032
0.024,0.0338,0.0331,0.0326,0.0327
0.0244,0.0343,0.0339,0.033,0.0331
0.024,0.0338,0.0331,0.0327,0.033
0.0244,0.0345,0.0336,0.0329,0.0336
0.0238,0.0336,0.0334,0.0323,0.0326
0.0239,0.0342,0.033,0.0326,0.0326
0.024,0.0342,0.0331,0.0324,0.033
0.0243,0.0344,0.0337,0.0327,0.033
0.0243,0.0342,0.0339,0.0328,0.031
0.0245,0.0344,0.0338,0.0329,0.0334
0.0243,0.0342,0.0338,0.0327,0.0331
0.0241,0.0339,0.0336,0.0327,0.0328
0.024,0.0341,0.0333,0.0327,0.0329
0.0229,0.0324,0.0325,0.0313,0.0316
0.024,0.0336,0.0331,0.0326,0.0328
0.024,0.0341,0.0332,0.0327,0.0329
0.0243,0.0343,0.0336,0.0326,0.0332
0.0241,0.0339,0.0337,0.0327,0.0307
0.0176,0.0245,0.0243,0.0236,0.024
0.0173,0.0242,0.0237,0.0231,0.0235
0.0168,0.0236,0.0231,0.0226,0.0228
0.0166,0.0235,0.023,0.0224,0.0227
0.0168,0.0253,0.0246,0.0227,0.024
0.0172,0.0244,0.0236,0.0231,0.0232
0.0189,0.0257,0.0252,0.0246,0.025
0.0173,0.0242,0.0237,0.0232,0.0234
0.0168,0.0236,0.0231,0.0226,0.0229
0.0167,0.0235,0.0231,0.0225,0.0228
0.0167,0.0237,0.023,0.0225,0.0228
0.0168,0.0236,0.0232,0.0226,0.0228
0.0174,0.0242,0.0238,0.0232,0.0234
0.0166,0.0235,0.023,0.0224,0.0226
0.0165,0.0234,0.0229,0.0223,0.0224
0.0165,0.0233,0.0228,0.0223,0.0227
0.0167,0.0235,0.0231,0.0225,0.0228
0.0167,0.0243,0.0234,0.0227,0.0236
0.0176,0.0249,0.024,0.0234,0.0237
0.0168,0.0236,0.0232,0.0226,0.0247
0.0189,0.0257,0.0253,0.0248,0.0251
0.0168,0.0237,0.0232,0.0227,0.0229
0.0166,0.0235,0.023,0.0224,0.0226
0.0167,0.0235,0.023,0.0225,0.0228
0.0166,0.024,0.0232,0.0227,0.0229
0.0184,0.0259,0.0257,0.0244,0.0252
0.0192,0.0263,0.0259,0.025,0.0254
0.0196,0.0264,0.026,0.0254,0.0256
0.0166,0.024,0.0236,0.0229,0.023
0.017,0.0239,0.0236,0.0243,0.0231
0.0173,0.0243,0.0237,0.0232,0.0233
0.0168,0.0237,0.0233,0.0226,0.0229
0.0168,0.0236,0.0233,0.0226,0.0228
0.0168,0.0236,0.024,0.0226,0.0234
0.0174,0.0244,0.0245,0.0233,0.0236
0.0168,0.0236,0.0232,0.0226,0.0228
0.0167,0.0242,0.0231,0.0225,0.0227
0.0167,0.0235,0.0231,0.0225,0.0228
0.017,0.0238,0.0234,0.0228,0.023
0.0168,0.0237,0.0232,0.0227,0.0229
0.0166,0.0236,0.023,0.0226,0.0227
0.0168,0.0237,0.0232,0.0227,0.0229
0.0169,0.0236,0.0232,0.0227,0.0229
0.0178,0.0246,0.0242,0.0236,0.0239
0.0167,0.0235,0.0231,0.0224,0.0227
0.0172,0.0242,0.0236,0.0231,0.0233
0.0173,0.024,0.0236,0.0231,0.0233
0.0172,0.0239,0.0236,0.0231,0.0233
0.0177,0.0245,0.024,0.0235,0.0238
0.0167,0.0236,0.0231,0.0226,0.0227
0.0169,0.0238,0.0233,0.0227,0.0229
0.0168,0.0237,0.0232,0.0226,0.0229
0.0167,0.0237,0.023,0.0232,0.0227
0.0181,0.0254,0.0247,0.024,0.0241
0.0168,0.0235,0.0232,0.0226,0.0228
0.0167,0.0236,0.0232,0.0226,0.0228
0.0167,0.0234,0.0232,0.0226,0.0232
0.017,0.0237,0.0233,0.0228,0.0231
0.0169,0.0237,0.0233,0.0227,0.023
0.0184,0.026,0.0251,0.0248,0.0244
0.0168,0.0237,0.0234,0.0228,0.0228
0.0167,0.0235,0.023,0.0225,0.0227
0.0175,0.025,0.0243,0.0233,0.0237
0.0167,0.0235,0.023,0.0225,0.0227
0.0167,0.0235,0.0232,0.0225,0.0228
0.0168,0.0236,0.0232,0.0227,0.0229
0.019,0.0257,0.0252,0.0267,0.0251
0.0167,0.0236,0.0231,0.0227,0.0229
0.0168,0.0236,0.0232,0.0226,0.0229
0.0173,0.0243,0.0238,0.0231,0.0234
0.0169,0.0237,0.0233,0.0227,0.023
0.0168,0.0238,0.0233,0.0227,0.023
0.0167,0.0237,0.0231,0.0226,0.0228
0.0174,0.0247,0.0239,0.0232,0.0236
0.0168,0.0236,0.0233,0.0226,0.023
0.0168,0.0238,0.0233,0.0226,0.0228
0.0172,0.0244,0.0236,0.0231,0.0233
0.0168,0.0237,0.0232,0.0226,0.023
0.0168,0.0236,0.0232,0.0236,0.0235
0.0169,0.0236,0.0233,0.0235,0.0233
0.0167,0.0235,0.0231,0.0225,0.0228
0.0167,0.0247,0.0238,0.0227,0.023
0.0167,0.0242,0.0233,0.0228,0.0227
0.0167,0.0238,0.0237,0.0225,0.0228
0.0167,0.0235,0.0231,0.0225,0.0228
0.0167,0.0235,0.023,0.0224,0.0227
0.0166,0.0234,0.023,0.0225,0.0227
0.0167,0.0237,0.023,0.0225,0.0228
0.0168,0.0238,0.0231,0.0226,0.0228
0.0169,0.0238,0.0232,0.0226,0.0229
0.0168,0.0236,0.0232,0.0226,0.0228
0.0167,0.0235,0.0231,0.0225,0.0228
0.0168,0.0235,0.0231,0.0225,0.0228
0.0168,0.0237,0.0231,0.0236,0.0234
0.0171,0.0239,0.0239,0.0232,0.0235
0.0168,0.0238,0.0232,0.0226,0.0229
0.0169,0.0238,0.0232,0.0227,0.023
0.0168,0.0235,0.0231,0.0225,0.0228
0.0167,0.0234,0.023,0.0225,0.0228
0.0166,0.0234,0.0229,0.0224,0.0226
0.0167,0.0236,0.0236,0.0225,0.0227
0.018,0.025,0.0244,0.0239,0.0241
0.0189,0.0257,0.0253,0.0247,0.0251
0.0167,0.0236,0.0231,0.0225,0.0228
0.0169,0.0238,0.0233,0.0228,0.023
0.0168,0.0236,0.0241,0.0226,0.0231
0.0171,0.0247,0.0234,0.0229,0.0232
0.0168,0.0237,0.0232,0.0226,0.0229
0.0168,0.0237,0.0231,0.0225,0.0228
0.0168,0.0238,0.0232,0.0226,0.0229
0.0167,0.0235,0.0231,0.0225,0.0227
0.0168,0.0237,0.0232,0.0227,0.0244
0.0169,0.0237,0.0233,0.0228,0.0229
0.018,0.0255,0.0244,0.0238,0.024
0.0167,0.0237,0.0232,0.0226,0.023
0.0182,0.0251,0.0247,0.0242,0.0244
0.0167,0.0234,0.0231,0.0225,0.0228
0.0168,0.0237,0.0232,0.0226,0.0228
0.0167,0.0235,0.023,0.0225,0.0226
0.0168,0.0238,0.0233,0.0226,0.0228
0.0166,0.0239,0.0248,0.0231,0.0237
0.0188,0.0259,0.0253,0.0248,0.0249
0.0168,0.0238,0.0232,0.0226,0.0228
0.0169,0.0237,0.0233,0.0227,0.0229
0.0172,0.0242,0.0241,0.023,0.0233
0.0168,0.0236,0.0233,0.0235,0.0229
0.0169,0.0239,0.0232,0.0227,0.023
0.0168,0.0237,0.0232,0.0227,0.023
0.0169,0.0236,0.0232,0.0226,0.0229
0.0168,0.0238,0.024,0.023,0.0241
0.0176,0.0244,0.0241,0.0235,0.0237
0.0167,0.0236,0.0231,0.0226,0.0228
0.0168,0.0238,0.0233,0.0226,0.0228
0.017,0.0239,0.0235,0.0229,0.0236
0.0168,0.0237,0.0232,0.0227,0.0228
0.0168,0.0236,0.0232,0.0227,0.0229
0.0167,0.0235,0.0232,0.0226,0.0228
0.017,0.0238,0.0233,0.0228,0.023
0.0167,0.0236,0.0232,0.0226,0.0227
0.0168,0.0236,0.0233,0.0226,0.0228
0.0169,0.0236,0.0233,0.0227,0.023
0.0167,0.0234,0.0231,0.0226,0.024
0.0181,0.0251,0.0245,0.0239,0.0242
0.0167,0.0237,0.023,0.0225,0.0228
0.0166,0.0234,0.023,0.0224,0.0226
0.0169,0.0238,0.0233,0.0227,0.0229
0.0168,0.0236,0.0233,0.0227,0.0229
0.0169,0.0239,0.0236,0.0229,0.0231
0.0174,0.0251,0.0242,0.0233,0.0235
0.0191,0.0265,0.0256,0.0249,0.0252
0.0174,0.0242,0.0238,0.0232,0.0234
0.0167,0.0236,0.0231,0.0226,0.0227
0.0167,0.0236,0.023,0.0225,0.0227
0.0166,0.0235,0.023,0.0225,0.0227
0.0179,0.0247,0.0244,0.0239,0.024
0.0169,0.0237,0.0234,0.0227,0.0229
0.0166,0.0234,0.023,0.0224,0.0228
0.0168,0.0237,0.0231,0.0226,0.0228
0.0168,0.0237,0.0232,0.0231,0.023
0.0167,0.0235,0.0231,0.0226,0.0228
0.0175,0.0256,0.0244,0.0237,0.0237
0.0183,0.0252,0.0248,0.0241,0.0243
0.0172,0.0244,0.0243,0.0234,0.0234
0.017,0.0239,0.0234,0.0235,0.0232
0.0188,0.026,0.0261,0.0247,0.0253
0.0167,0.0236,0.0231,0.0225,0.0227
0.0175,0.0243,0.0244,0.0233,0.0234
0.0167,0.0237,0.0233,0.0226,0.0238
0.0172,0.0241,0.0235,0.0246,0.0241
0.0172,0.0247,0.0242,0.0234,0.0238
0.017,0.0238,0.0235,0.0228,0.0231
0.0168,0.0237,0.0233,0.0227,0.023
0.0166,0.0234,0.023,0.0224,0.0225
0.0168,0.0236,0.0232,0.0226,0.0228
0.0175,0.0243,0.0238,0.0233,0.0237
0.0167,0.0235,0.0232,0.0227,0.0228
0.0167,0.0236,0.023,0.0224,0.0227
0.017,0.0237,0.0233,0.0228,0.0231
0.018,0.0249,0.0243,0.0237,0.024
0.0168,0.0235,0.0232,0.0226,0.0229
0.0167,0.0234,0.023,0.0225,0.0226
0.0169,0.0237,0.0232,0.0227,0.0233
0.0167,0.0237,0.0237,0.0228,0.0228
0.0172,0.0241,0.0236,0.023,0.0233
0.0169,0.0236,0.0232,0.0226,0.0228
0.0166,0.0235,0.023,0.0224,0.0227
0.0165,0.0233,0.0229,0.0223,0.0226
0.0166,0.0234,0.0247,0.0226,0.0229
0.0183,0.0262,0.0247,0.0241,0.0244
0.0167,0.0236,0.0232,0.0227,0.0229
0.0167,0.0237,0.0233,0.0225,0.0228
0.0166,0.0234,0.023,0.0224,0.0235
0.0193,0.0262,0.0257,0.0251,0.0275
0.017,0.0238,0.0253,0.0241,0.0236
0.0173,0.0241,0.0242,0.0231,0.0239
0.0183,0.0261,0.0263,0.0251,0.0245
0.0167,0.0235,0.0231,0.0226,0.0229
0.0168,0.0237,0.0232,0.0226,0.0229
0.0168,0.0238,0.0232,0.0226,0.023
0.0171,0.0239,0.0235,0.0229,0.0238
0.0167,0.0235,0.0232,0.0226,0.0228
0.0168,0.0237,0.0233,0.0228,0.023
0.0183,0.0257,0.0248,0.0243,0.0247
0.0168,0.0239,0.0233,0.0227,0.0229
0.0168,0.0236,0.0231,0.0226,0.0228
0.0167,0.0236,0.0231,0.0226,0.0227
0.0167,0.0236,0.0237,0.0228,0.0228
0.0167,0.0235,0.0231,0.0225,0.0228
0.017,0.0238,0.0234,0.0228,0.023
0.0171,0.0242,0.0241,0.0233,0.0231
0.0166,0.0237,0.023,0.0224,0.0226
0.0167,0.0234,0.0231,0.0224,0.0227
0.0168,0.0238,0.0233,0.0227,0.0229
0.0169,0.0237,0.0233,0.0227,0.023
0.0176,0.0247,0.0241,0.0234,0.0244
0.0167,0.0237,0.0231,0.0238,0.0231
0.0177,0.0244,0.0241,0.0236,0.0237
0.0166,0.0235,0.023,0.0224,0.0235
0.018,0.0248,0.0244,0.024,0.0241
0.0167,0.0236,0.0232,0.0226,0.0228
0.0168,0.0236,0.0233,0.0227,0.0228
0.0167,0.0236,0.0231,0.0225,0.0227
0.0182,0.0256,0.0251,0.0258,0.0242
0.0167,0.0237,0.0231,0.0226,0.0228
0.0166,0.0235,0.023,0.0225,0.0227
0.0167,0.0235,0.0236,0.0231,0.0227
0.0169,0.0239,0.0233,0.0228,0.023
0.0168,0.0236,0.0232,0.0227,0.0228
0.0168,0.0405,0.0231,0.0226,0.0228
0.0167,0.0234,0.0231,0.0226,0.0226
0.0166,0.0237,0.0236,0.0225,0.0227
0.0183,0.0254,0.0247,0.0243,0.0243
0.0175,0.0245,0.0244,0.0233,0.0235
0.0169,0.0237,0.0233,0.0226,0.023
0.0168,0.0236,0.0232,0.0228,0.0229
0.0167,0.0236,0.0231,0.0225,0.0229
0.017,0.0243,0.0234,0.0234,0.0232
0.0169,0.0239,0.0233,0.0228,0.0231
0.0167,0.0234,0.0233,0.0231,0.0228
0.0168,0.0236,0.0233,0.0227,0.0229
0.0168,0.0238,0.0232,0.0226,0.023
0.017,0.0238,0.0234,0.0228,0.023
0.0166,0.0237,0.0231,0.0225,0.0229
0.0205,0.0307,0.0305,0.0297,0.0297
0.0254,0.0358,0.035,0.0342,0.0345
0.0249,0.0352,0.0346,0.0337,0.034
0.0252,0.0355,0.0347,0.034,0.0344
0.0237,0.0341,0.0334,0.0324,0.0329
0.0254,0.0356,0.0353,0.0346,0.0344
0.0252,0.0357,0.035,0.034,0.0345
0.0254,0.0361,0.0354,0.0345,0.0345
0.0254,0.0348,0.0332,0.0344,0.0344
0.0255,0.0357,0.0354,0.0346,0.0346
0.0252,0.0359,0.035,0.0342,0.0346
0.0255,0.036,0.0352,0.0344,0.0348
0.0258,0.0364,0.0355,0.0347,0.0337
0.0256,0.0362,0.0354,0.0343,0.0347
0.0253,0.0361,0.0353,0.0343,0.0344
0.0255,0.0358,0.0353,0.0345,0.0346
0.0254,0.0359,0.035,0.0342,0.0348
0.0235,0.0338,0.0334,0.0326,0.0326
0.0254,0.0356,0.0355,0.0343,0.0346
0.0258,0.0363,0.0353,0.0346,0.0352
0.0257,0.0359,0.0354,0.0348,0.0348
0.0255,0.0346,0.0353,0.0346,0.0346
0.0251,0.0355,0.0349,0.0342,0.0346
0.0259,0.0364,0.0356,0.0347,0.0353
0.0249,0.0351,0.0349,0.0337,0.0341
0.0248,0.035,0.0331,0.0322,0.034
0.0261,0.0363,0.036,0.0351,0.0353
0.0251,0.0355,0.035,0.0338,0.0342
0.0255,0.0359,0.0355,0.0345,0.0347
0.0251,0.0353,0.0346,0.0339,0.0342
0.0254,0.0359,0.0351,0.0344,0.0347
0.0259,0.0361,0.0356,0.0347,0.0353
0.0251,0.0356,0.0348,0.034,0.0347
0.0246,0.0353,0.0343,0.0336,0.0339
0.0245,0.0347,0.034,0.0335,0.0339
0.0258,0.0365,0.0356,0.0346,0.035
0.0254,0.0359,0.0354,0.0344,0.0346
0.025,0.0357,0.0347,0.0339,0.0341
0.0257,0.0349,0.0357,0.0347,0.0348
0.025,0.0353,0.0347,0.0342,0.0345
0.0258,0.0361,0.0355,0.0349,0.035
0.0251,0.0354,0.035,0.0341,0.0343
0.0255,0.0359,0.0353,0.033,0.0344
0.025,0.0352,0.0346,0.0341,0.0344
0.0256,0.036,0.0352,0.0345,0.0349
0.0255,0.0361,0.0352,0.0343,0.0347
0.0249,0.0354,0.0346,0.0337,0.0341
0.0253,0.0361,0.035,0.0344,0.0348
0.0257,0.0363,0.0354,0.0345,0.035
0.0256,0.0363,0.0355,0.0344,0.035
0.0256,0.036,0.0355,0.0344,0.0348
0.0239,0.0342,0.0339,0.033,0.0331
0.0254,0.0357,0.0351,0.0346,0.0349
0.0258,0.0364,0.0354,0.0346,0.0354
0.0257,0.0363,0.0353,0.0345,0.0351
0.0258,0.0349,0.0357,0.0347,0.0351
0.0253,0.0359,0.0349,0.0344,0.0345
0.0253,0.0357,0.0348,0.0344,0.0347
0.0258,0.0363,0.0354,0.0347,0.0352
0.0256,0.0362,0.0354,0.0343,0.0335
0.0254,0.0358,0.0356,0.0343,0.0346
0.0254,0.0358,0.0354,0.0346,0.0345
0.0252,0.0356,0.035,0.0343,0.0346
0.0254,0.0359,0.0351,0.0344,0.0347
0.0255,0.0361,0.0355,0.0343,0.0347
0.0254,0.0358,0.0353,0.0343,0.0345
0.0253,0.036,0.0352,0.0344,0.0345
0.0254,0.0356,0.035,0.0344,0.0347
0.0249,0.0354,0.0345,0.0338,0.0345
0.0257,0.0362,0.0356,0.0348,0.0351
0.0251,0.036,0.0348,0.034,0.0343
0.0254,0.0357,0.035,0.0341,0.0345
0.0249,0.0346,0.0335,0.0336,0.0339
0.0253,0.0358,0.0352,0.0341,0.0344
0.0255,0.0358,0.0355,0.0347,0.0345
0.0253,0.0357,0.035,0.0344,0.0346
0.0255,0.0363,0.0354,0.0344,0.0331
0.0206,0.0291,0.0279,0.0285,0.0301
0.0226,0.0334,0.0322,0.0318,0.0312
0.0261,0.0359,0.033,0.0324,0.0325
0.0198,0.0282,0.0268,0.0265,0.0266
0.0191,0.0274,0.0261,0.0254,0.0255
0.0184,0.026,0.0252,0.0246,0.025
0.0176,0.0248,0.0244,0.0239,0.024
0.0186,0.0269,0.027,0.0254,0.0256
0.0176,0.025,0.0243,0.0238,0.0241
